,PermitNum,PermitClass,PermitClassMapped,PermitTypeMapped,PermitTypeDesc,Description,HousingUnits,HousingUnitsRemoved,HousingUnitsAdded,EstProjectCost,AppliedDate,IssuedDate,ExpiresDate,CompletedDate,StatusCurrent,RelatedMup,OriginalAddress1,OriginalCity,OriginalState,OriginalZip,ContractorCompanyName,Link,Latitude,Longitude,Location1,TotalDaysPlanReview,DaysInitialPlanReview,DaysPlanReviewCity,DaysOutCorrections,NumberReviewCycles,InitialReviewCompleteDate,PlanReviewCompleteDate,DaysIssuePermitCity,ReadyToIssueDate,Zoning,DwellingUnitType,StandardPlan,DependentBuilding,ParentPermitNum,HousingCategory,AppliedYear,IssuedYear,CompletedYear
114880,6771404-CN,Multifamily,Residential,Building,New,Establish use as rowhouse and construct new townhouse building  per plan.,3,0.0,3.0,"552,434",2020-06-05,2021-05-08,2022-11-08,2025-03-12,Completed,,4762 GREEN LAKE WAY N,SEATTLE,WA,98103.0,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6771404-CN,47.66334776,-122.34329545,"(47.66334776, -122.34329545)",335.0,82.0,266.0,69,5.0,2020-08-26,2021 May 06 12:00:00 AM,266.0,2021 May 06 12:00:00 AM,LR2,Rowhouse,0.0,0,,Middle Housing,2020,2021,2025
114882,6771496-CN,Multifamily,Residential,Building,New,Construct South townhouse  per plan. (Establish use as duplex and townhouse and construct 1 duplex and 1 townhouse structure with surface parking. (Review and process for 2 record numbers under 6751355-CN),4,0.0,4.0,"606,477",2020-02-14,2020-10-07,2022-04-07,2021-05-26,Completed,,1125 NW 57TH ST,SEATTLE,WA,98107.0,Blackwood Builders Group LLC,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6771496-CN,47.6699878,-122.37196898,"(47.6699878, -122.37196898)",236.0,236.0,236.0,0,0.0,2020-10-07,2020 Oct 07 12:00:00 AM,,2020 Oct 07 12:00:00 AM,LR2,Townhouse,0.0,0,6751355-CN,Middle Housing,2020,2020,2021
114913,6771879-CN,Multifamily,Residential,Building,New,Establish use as townhouses and construct 3-unit townhouse  per plans.,3,0.0,3.0,"702,262",2020-09-25,2021-03-17,2022-09-17,2022-07-01,Completed,,5259 BROOKLYN AVE NE,SEATTLE,WA,98105.0,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6771879-CN,47.66813034,-122.31446303,"(47.66813034, -122.31446303)",173.0,38.0,101.0,72,3.0,2020-11-02,2021 Mar 17 12:00:00 AM,101.0,2021 Mar 17 12:00:00 AM,LR2,Townhouse,0.0,0,,Middle Housing,2020,2021,2022
114958,6706585-CN,Multifamily,Residential,Building,New,Construct east townhouse  per plan. (Establish use as townhouse and construct 1 townhouse structure  per plan. Review & process for 2 records under #6699408-CN).,3,0.0,3.0,"458,230",2019-04-01,2019-11-14,2022-11-14,2022-06-21,Completed,,1420 24th AVE,,,,Ashworth Homes LLC,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6706585-CN,47.61365881,-122.30113141,"(47.61365881, -122.30113141)",227.0,227.0,227.0,0,0.0,2019-11-14,2019 Nov 14 12:00:00 AM,,2019 Nov 14 12:00:00 AM,LR2,Townhouse,0.0,0,6699408-CN,Middle Housing,2019,2019,2022
115002,6686595-CN,Multifamily,Residential,Building,New,Construct new mixed-use building with parking below  occupy per plan.,123,0.0,123.0,"8,983,642",2020-07-01,,,,Corrections Required,,1740 NW MARKET ST,SEATTLE,WA,98107.0,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6686595-CN,47.66894803,-122.38091564,"(47.66894803, -122.38091564)",,107.0,,"1,731",3.0,2020-10-16,,,,,,,0,,,2020,,
115004,6686858-CN,Multifamily,Residential,Building,New,Construct north townhouse  per plan. (Establish use as townhouse and construct 2 townhouse & 1 duplex structure  per plan. Review & process for 3 records under #6703902-CN).,6,0.0,6.0,"525,298",2019-04-15,2020-03-17,2021-09-17,2021-05-14,Completed,,,,,,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6686858-CN,,,,259.0,259.0,259.0,0,0.0,2019-12-30,2019 Dec 30 12:00:00 AM,,2020 Mar 16 12:00:00 AM,NC3,Townhouse,0.0,0,6703902-CN,Middle Housing,2019,2020,2021
115005,6686866-CN,Multifamily,Residential,Building,New,Establish use and Construct new townhouse structure  per plan.,7,0.0,7.0,"1,109,320",2019-03-28,2021-01-15,2022-07-15,2021-12-08,Completed,,12006 31ST AVE NE,SEATTLE,WA,98125.0,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6686866-CN,47.71587283,-122.2948511,"(47.71587283, -122.2948511)",656.0,131.0,447.0,209,6.0,2019-08-06,2021 Jan 12 12:00:00 AM,450.0,2021 Jan 15 12:00:00 AM,LR3,Townhouse,0.0,0,,Middle Housing,2019,2021,2021
115006,6686868-CN,Multifamily,Residential,Building,New,Establish use and construct residential townhouse  per plan.,5,0.0,5.0,"810,649",2018-12-17,2020-03-25,2023-03-25,2021-12-03,Completed,,4805 DELRIDGE WAY SW,SEATTLE,WA,98106.0,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6686868-CN,47.55903943,-122.36322386,"(47.55903943, -122.36322386)",311.0,101.0,189.0,122,3.0,2019-03-28,2019 Oct 24 12:00:00 AM,342.0,2020 Mar 25 12:00:00 AM,LR2,Townhouse,0.0,0,,Middle Housing,2018,2020,2021
115014,6772789-CN,Multifamily,Residential,Building,New,Construct northeast townhouse building. [Establish use rowhouses and townhouses and Construct townhouses  per plan. Review and processing for 4 construction records under 6721818-CN,4,0.0,4.0,"642,714",2020-02-20,2021-06-23,2024-06-23,2023-08-01,Completed,,7508 43RD AVE S,SEATTLE,WA,98118.0,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6772789-CN,47.53494779,-122.27881804,"(47.53494779, -122.27881804)",488.0,488.0,488.0,0,0.0,2021-06-22,2021 Jun 22 12:00:00 AM,,2021 Jun 22 12:00:00 AM,LR2,Townhouse,0.0,0,6721818-CN,Middle Housing,2020,2021,2023
115015,6772807-CN,Multifamily,Residential,Building,New,Establish use and construct townhouse (west building)  per plan.(Construct 2 townhouse buildings and processing of 2 records under 6772807-CN),8,0.0,8.0,"1,645,890",2020-10-13,2021-05-17,2024-05-17,2024-04-30,Completed,,1508 18TH AVE,SEATTLE,WA,98122.0,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6772807-CN,47.61445739,-122.30860889,"(47.61445739, -122.30860889)",211.0,58.0,134.0,77,4.0,2020-12-10,2021 May 12 12:00:00 AM,139.0,2021 May 17 12:00:00 AM,LR3,Townhouse,0.0,0,,Middle Housing,2020,2021,2024
115030,6706683-CN,Multifamily,Residential,Building,New,Construct West townhouse C1  per plan (Establish use as townhouse and construct TWO townhouse buildings. Review and process for 2 record numbers under 6706683-CN),6,0.0,6.0,"491,182",2019-05-10,2020-06-05,2023-06-05,2022-04-26,Completed,3033651-LU,1336 YAKIMA AVE S,SEATTLE,WA,98144.0,"Edge Developers, LLC",https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6706683-CN,47.59142027,-122.29426178,"(47.59142027, -122.29426178)",362.0,116.0,186.0,176,3.0,2019-09-03,2020 May 06 12:00:00 AM,215.0,2020 Jun 04 12:00:00 AM,LR1,Rowhouse,0.0,0,,Middle Housing,2019,2020,2022
115057,6773649-CN,Multifamily,Residential,Building,New,Construct South duplex building (Units 1&2)  per plan. (Establish use as townhouse and construct 2 new duplexes  per plan.  Review & process for 2 records under permit # 6773649-CN).,4,0.0,4.0,"997,088",2020-03-20,2020-10-26,2022-04-26,2021-06-04,Completed,,2010 NW 63RD ST,SEATTLE,WA,98107.0,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6773649-CN,47.67472678,-122.38283178,"(47.67472678, -122.38283178)",220.0,47.0,161.0,59,4.0,2020-05-06,2020 Oct 26 12:00:00 AM,161.0,2020 Oct 26 12:00:00 AM,LR1,Townhouse,0.0,0,,Middle Housing,2020,2020,2021
115073,6751909-CN,Multifamily,Residential,Building,New,Construct new multifamily building (shoring and ex under permit 6797814)  occupy per plan.,130,0.0,130.0,"17,907,760",2021-01-04,,,,Corrections Required,,12337 30TH AVE NE,SEATTLE,WA,98125.0,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6751909-CN,47.71859813,-122.29683716,"(47.71859813, -122.29683716)",,168.0,,"1,384",4.0,2021-06-21,,,,,,,0,,,2021,,
115087,6773989-CN,Multifamily,Residential,Building,New,Construct south duplex. [Establish use as rowhouses and townhouses and Construct townhouses and duplex  per plan. Review and processing for (3) construction records under 6731115-CN.],2,0.0,2.0,"574,424",2020-02-27,2021-01-26,2022-07-26,2022-03-18,Completed,,8747 D 14TH AVE NW,SEATTLE,WA,98117.0,Greencity Development LLC,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6773989-CN,47.69337337,-122.37452318,"(47.69337337, -122.37452318)",330.0,330.0,330.0,0,0.0,2021-01-22,2021 Jan 22 12:00:00 AM,,2021 Jan 26 12:00:00 AM,LR2,Townhouse,0.0,0,6731115-CN,Middle Housing,2020,2021,2022
115092,6774119-CN,Multifamily,Residential,Building,New,Establish use as and construct townhouse structure  per plan.,3,0.0,3.0,"555,775",2020-05-21,2021-01-11,2022-07-11,2021-11-24,Completed,,6041 42ND AVE SW,SEATTLE,WA,98136.0,COLUMBIA BUILDERS INC,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6774119-CN,47.54724452,-122.38624613,"(47.54724452, -122.38624613)",235.0,89.0,152.0,83,3.0,2020-08-18,2021 Jan 11 12:00:00 AM,152.0,2021 Jan 11 12:00:00 AM,LR1,Townhouse,0.0,0,,Middle Housing,2020,2021,2021
115107,6804610-CN,Multifamily,Residential,Building,New,Construct Middle duplex. [Establish use and Construct duplexes  per plan. Review and processing for (3) construction records under 6793189-CN.],2,0.0,2.0,"305,727",2020-10-08,2021-07-14,2024-07-14,2023-04-12,Completed,,1123 C 18TH AVE,SEATTLE,WA,98122.0,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6804610-CN,47.61227527,-122.30931584,"(47.61227527, -122.30931584)",274.0,274.0,274.0,0,0.0,2021-07-09,2021 Jul 09 12:00:00 AM,,2021 Jul 09 12:00:00 AM,LR3,Townhouse,0.0,0,6793189-CN,Middle Housing,2020,2021,2023
115109,6707063-CN,Multifamily,Residential,Building,New,Construct new mixed-use building  occupy per plan.,56,0.0,56.0,"5,399,267",2020-09-22,2022-01-26,2025-01-26,2023-09-08,Completed,3033670-LU,1100 NW 54TH ST,SEATTLE,WA,98107.0,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6707063-CN,47.66812524,-122.37101074,"(47.66812524, -122.37101074)",478.0,80.0,253.0,225,5.0,2020-12-11,2022 Jan 13 12:00:00 AM,266.0,2022 Jan 26 12:00:00 AM,"NC3, NC3","Apartment, Congregate Housing",0.0,0,,,2020,2022,2023
115115,6686874-CN,Multifamily,Residential,Building,New,Construct new multifamily building  occupy per plan.  Mechanical Included.,21,4.0,25.0,"3,161,311",2020-06-25,,,,Canceled,,301 BELMONT AVE E,SEATTLE,WA,98102.0,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6686874-CN,47.62099524,-122.32432002,"(47.62099524, -122.32432002)",,,,,,,,,,,,,0,,,2020,,
115121,6804677-CN,Multifamily,Residential,Building,New,Construct west mixed use building A with below grade parking  occupy per plan. (Construct mixed use building and residential building. Review and processing for 2 records under # 6804677-CN.)  Revest of permit 6726468-CN.,136,0.0,136.0,"17,093,004",2020-10-20,2021-07-15,2024-07-15,2024-03-15,Completed,3027659-LU,7930 RAINIER AVE S,SEATTLE,WA,98118.0,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6804677-CN,47.53060836,-122.26960922,"(47.53060836, -122.26960922)",268.0,30.0,106.0,162,6.0,2020-11-19,2021 Jul 15 12:00:00 AM,106.0,2021 Jul 15 12:00:00 AM,LR3,Apartment,0.0,0,,,2020,2021,2024
115141,6753332-CN,Multifamily,Residential,Building,New,Construct East Townhouse building  per plan (Establish use as and construct (2) townhouse buildings  review and process for 2 CN's under 6753332-CN).,4,0.0,4.0,"827,667",2020-06-04,2021-05-28,2022-11-28,,Expired,,8015 MARY AVE NW,SEATTLE,WA,98117.0,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6753332-CN,47.68740921,-122.37578384,"(47.68740921, -122.37578384)",356.0,97.0,220.0,136,5.0,2020-09-09,2021 May 26 12:00:00 AM,222.0,2021 May 28 12:00:00 AM,LR2,Townhouse,0.0,0,,Middle Housing,2020,2021,
115143,6753377-CN,Multifamily,Residential,Building,New,Establish use as and construct a townhouse building  per plan. Existing single-family residence to remain (no work).,3,0.0,3.0,"600,714",2019-11-16,2020-05-13,2021-11-13,2021-04-14,Completed,,7721 MARY AVE NW,SEATTLE,WA,98117.0,MICHAEL RAVENSCROFT,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6753377-CN,47.68575198,-122.37599436,"(47.68575198, -122.37599436)",178.0,24.0,118.0,60,7.0,2019-12-10,2020 May 12 12:00:00 AM,119.0,2020 May 13 12:00:00 AM,LR1,Townhouse,0.0,0,,Middle Housing,2019,2020,2021
115144,6753378-CN,Multifamily,Residential,Building,New,Establish use and Construct townhouses  per plan. Existing single-family residence to remain.,3,0.0,3.0,"776,047",2019-11-11,2020-08-27,2022-02-27,2021-08-23,Completed,,8305 12TH AVE NW,SEATTLE,WA,98117.0,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6753378-CN,47.68903552,-122.37195457,"(47.68903552, -122.37195457)",290.0,49.0,190.0,100,3.0,2019-12-30,2020 Aug 27 12:00:00 AM,190.0,2020 Aug 27 12:00:00 AM,LR1,Townhouse,0.0,0,,Middle Housing,2019,2020,2021
115149,6752317-CN,Multifamily,Residential,Building,New,Construct a multi-family building  occupy per plans. Mechanical included this permit,82,0.0,82.0,"5,582,972",2020-01-23,2020-11-04,2023-11-04,2022-06-01,Completed,3029327-LU,545 NE 112TH ST,SEATTLE,WA,98125.0,SUSAN HORI,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6752317-CN,47.70977396,-122.32196297,"(47.70977396, -122.32196297)",280.0,47.0,103.0,177,4.0,2020-03-10,2020 Oct 29 12:00:00 AM,103.0,2020 Oct 29 12:00:00 AM,LR3,Apartment,0.0,0,,,2020,2020,2022
115225,6687773-CN,Multifamily,Residential,Building,Addition/Alteration,Add one unit and other interior alterations to an existing apartment building  occupy per plans,1,0.0,1.0,"70,000",2018-11-16,2019-03-19,2020-09-19,2020-05-13,Completed,,3500 W GOVERNMENT WAY,SEATTLE,WA,98199.0,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6687773-CN,47.65874313,-122.40267711,"(47.65874313, -122.40267711)",70.0,40.0,66.0,4,5.0,2018-12-26,2019 Jan 25 12:00:00 AM,119.0,2019 Mar 19 12:00:00 AM,LR3,Apartment,0.0,0,,Multifamily - Other,2018,2019,2020
115238,6754626-CN,Multifamily,Residential,Building,New,Construct north townhouse building. [Construct townhouse buildings  per plan. Review and processing for (2) construction records under 6754626-CN.],8,0.0,8.0,"852,525",2020-04-10,,,,Withdrawn,,12547 35TH AVE NE,SEATTLE,WA,98125.0,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6754626-CN,47.72066187,-122.29126411,"(47.72066187, -122.29126411)",,,,,,,,,,,,,0,,,2020,,
115255,6753240-PH,Multifamily,Residential,Building,New,Phased project:  Construction of two residential towers over common below grade parking and occupy  per plan,261,0.0,261.0,"48,604,199",2019-12-19,2021-12-21,2024-12-21,2024-09-10,Completed,3031313-LU,1000 E YESLER WAY,SEATTLE,WA,98122.0,REBECCA CHURCH,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6753240-PH,47.60187628,-122.31907618,"(47.60187628, -122.31907618)",,,,0,0.0,,,,,MPC,Apartment,0.0,0,,,2019,2021,2024
115256,6753306-PH,Multifamily,Residential,Building,New,Phased project:  Construction of a residential and retail building with below grade parking  per plan,422,0.0,422.0,"183,987,567",2020-07-21,,,,Reviews In Process,3028747-LU,601 4TH AVE,SEATTLE,WA,98104.0,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6753306-PH,47.6033626,-122.33119984,"(47.6033626, -122.33119984)",,,,0,0.0,,,,,,,,0,,,2020,,
115273,6805872-PH,Multifamily,Residential,Building,New,Phased project: Construct mixed-use residential building with below-grade parking  occupy per plan. Existing landmarked structure at 1130 Rainier Ave S to remain.,450,0.0,450.0,"45,150,243",2021-03-02,2022-08-29,2027-02-28,2025-10-08,Completed,3035290-LU,900 RAINIER AVE S,SEATTLE,WA,98144.0,Matt Sullivan,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6805872-PH,47.59400647,-122.30972895,"(47.59400647, -122.30972895)",,,,0,0.0,,,,,NC3,Apartment,0.0,0,,,2021,2022,2025
115296,6806166-PH,Multifamily,Residential,Building,New,Phased project: Construction of a residential building  and occupy per plan. Mechanical is included.,72,3.0,75.0,"9,042,795",2020-12-30,2024-02-06,2027-02-06,,Phase Issued,,1013 E REPUBLICAN ST,SEATTLE,WA,98102.0,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6806166-PH,47.62294559,-122.3192907,"(47.62294559, -122.3192907)",,,,0,0.0,,,,,,,,0,,,2020,2024,
115299,6754954-CN,Multifamily,Residential,Building,Addition/Alteration,Change of code to SBC and construct alterations to add a dwelling unit to an existing residential building  occupy per plan.,1,0.0,1.0,"92,225",2019-12-21,2020-10-08,2022-04-08,2022-02-22,Completed,,8736 13TH AVE NW,SEATTLE,WA,98117.0,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6754954-CN,47.69344103,-122.37248811,"(47.69344103, -122.37248811)",289.0,25.0,113.0,176,6.0,2020-01-15,2020 Oct 05 12:00:00 AM,116.0,2020 Oct 08 12:00:00 AM,RSL,Apartment,0.0,0,,Middle Housing,2019,2020,2022
115312,6753857-CN,Multifamily,Residential,Building,New,Construct new mixed use apartment building  occupy per plan.  Mechanical Included.,158,0.0,158.0,"21,379,087",2020-12-23,2022-06-28,2025-06-28,2024-10-03,Completed,3035459-LU,1700 21ST AVE S,SEATTLE,WA,98144.0,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6753857-CN,47.58828261,-122.30499296,"(47.58828261, -122.30499296)",352.0,160.0,323.0,29,4.0,2021-06-01,2021 Dec 10 12:00:00 AM,335.0,2021 Dec 22 12:00:00 AM,"NC3, NC3","Apartment, Accessory Live/Work",0.0,0,,,2020,2022,2024
115355,6771240-CN,Multifamily,Residential,Building,New,Establish use as and construct an apartment building  occupy per plans.,96,0.0,96.0,"5,774,438",2020-03-02,,,,Corrections Required,3025443-LU,2029 24TH AVE S,SEATTLE,WA,98144.0,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6771240-CN,47.5846519,-122.30190888,"(47.5846519, -122.30190888)",,29.0,,"1,941",5.0,2020-03-31,,,,,,,0,,,2020,,
115357,6771294-CN,Multifamily,Residential,Building,New,Establish use as townhouse and construct new duplex  per plan.,2,0.0,2.0,"612,869",2020-03-17,2020-10-06,2022-04-06,2021-09-09,Completed,,8326 14TH AVE NW,SEATTLE,WA,98117.0,BriKat Homes and Real Estate LLC,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6771294-CN,47.68957788,-122.37361838,"(47.68957788, -122.37361838)",188.0,36.0,85.0,103,4.0,2020-04-22,2020 Sep 21 12:00:00 AM,86.0,2020 Sep 22 12:00:00 AM,LR1,Townhouse,0.0,0,,Middle Housing,2020,2020,2021
115384,6806784-PH,Multifamily,Residential,Building,New,Phased permit: Construct mixed-use residential building  occupy per plan.,134,0.0,134.0,"25,195,645",2021-02-09,,,,Reviews In Process,3036725-LU,1710 12TH AVE,SEATTLE,WA,98122.0,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6806784-PH,47.61678852,-122.31649322,"(47.61678852, -122.31649322)",,,,0,0.0,,,,,,,,0,,,2021,,
115396,6708831-CN,Multifamily,Residential,Building,New,Construct East townhouse (units 1-5)  per plan. (Establish use as rowhouse and townhouse and construct 2 new townhouses/Review & process for 2 records under # 6708831-CN.),9,0.0,9.0,"991,852",2019-09-24,2020-08-04,2022-02-04,2021-12-01,Completed,,7029 42ND AVE S,SEATTLE,WA,,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6708831-CN,47.53911766,-122.28103537,"(47.53911766, -122.28103537)",310.0,100.0,187.0,123,7.0,2020-01-02,2020 Jul 30 12:00:00 AM,191.0,2020 Aug 03 12:00:00 AM,LR2,Townhouse,0.0,0,,Middle Housing,2019,2020,2021
115469,6757688-CN,Multifamily,Residential,Building,New,Construct west townhouse building. [Establish use and Construct townhouse buildings  per plan. Review and processing for (2) construction records under 6757688-CN.],8,0.0,8.0,"822,104",2020-11-13,2023-10-06,2026-10-06,2025-10-30,Completed,,6544 LATONA AVE NE,SEATTLE,WA,98115.0,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6757688-CN,47.67712442,-122.32634379,"(47.67712442, -122.32634379)",1057.0,109.0,450.0,607,8.0,2021-03-02,2023 Oct 06 12:00:00 AM,450.0,2023 Oct 06 12:00:00 AM,LR3,Townhouse,0.0,0,,Middle Housing,2020,2023,2025
115472,6757754-CN,Multifamily,Residential,Building,Addition/Alteration,Construct alterations to add a dwelling unit to existing apartment building in the basement  occupy per plan.,1,0.0,1.0,"85,000",2020-02-14,2020-11-10,2022-05-10,,Issued,,411 11TH AVE E,SEATTLE,WA,98102.0,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6757754-CN,47.62233496,-122.31815581,"(47.62233496, -122.31815581)",270.0,25.0,59.0,211,3.0,2020-03-10,2020 Nov 10 12:00:00 AM,59.0,2020 Nov 10 12:00:00 AM,LR3,Apartment,0.0,0,,Multifamily - Other,2020,2020,
115486,6709184-CN,Multifamily,Residential,Building,New,Establish use as rowhouse and construct new townhouse structure  per plan.,3,1.0,4.0,"763,883",2019-03-04,2019-11-21,2024-05-21,,Expired,,9350 STURTEVANT AVE S,SEATTLE,WA,98118.0,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6709184-CN,47.51751546,-122.26769051,"(47.51751546, -122.26769051)",240.0,108.0,177.0,63,3.0,2019-06-20,2019 Oct 30 12:00:00 AM,199.0,2019 Nov 21 12:00:00 AM,LR2,Multifamily,0.0,0,010597-18PA,Housing - Other,2019,2019,
115490,6709447-CN,Multifamily,Residential,Building,Addition/Alteration,Construct alterations and add 4 units to existing apartment building  occupy per plan.,4,0.0,4.0,"600,000",2019-06-05,2019-12-30,2021-06-30,2021-04-05,Completed,,2600 EASTLAKE AVE E,SEATTLE,WA,98102.0,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6709447-CN,47.64345245,-122.32551119,"(47.64345245, -122.32551119)",202.0,103.0,193.0,9,4.0,2019-09-16,2019 Dec 24 12:00:00 AM,196.0,2019 Dec 27 12:00:00 AM,NC2,Apartment,0.0,0,,Multifamily - Other,2019,2019,2021
115496,6758143-CN,Multifamily,Residential,Building,New,"Construct duplex (middle building ""B"")  and occupy per plan. (Establish use as and construct 2 townhouses and a duplex reviewed and processed for 3 records under 6724308-CN)",2,0.0,2.0,"503,374",2019-11-13,2021-03-24,2024-03-24,2023-04-25,Completed,,7160 44TH AVE S,SEATTLE,WA,98118.0,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6758143-CN,47.53762944,-122.27780321,"(47.53762944, -122.27780321)",492.0,492.0,492.0,0,0.0,2021-03-19,2021 Mar 19 12:00:00 AM,,2021 Mar 24 12:00:00 AM,LR1,Townhouse,0.0,0,6724308-CN,Middle Housing,2019,2021,2023
115525,6758543-CN,Multifamily,Residential,Building,New,Construct east townhouse (Establish use as and construct (2) townhouse structures  per plan. Review & process records under 6687562-CN).,1,8.0,9.0,"877,178",2019-11-16,,,,Application Completed,,6762 RAINIER AVE S,SEATTLE,WA,98118.0,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6758543-CN,47.54168802,-122.27150263,"(47.54168802, -122.27150263)",,,,0,0.0,,,,,,,,0,,,2019,,
115544,6758839-CN,Multifamily,Residential,Building,New,Establish use  as and Construct new townhouse building  per plan.,3,0.0,3.0,"549,080",2019-12-20,2020-10-08,2022-04-08,2021-12-29,Completed,,1117 NW 57TH ST,SEATTLE,WA,98107.0,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6758839-CN,47.66984181,-122.37161945,"(47.66984181, -122.37161945)",292.0,68.0,146.0,146,5.0,2020-02-26,2020 Oct 07 12:00:00 AM,146.0,2020 Oct 07 12:00:00 AM,LR2,Townhouse,0.0,0,,Middle Housing,2019,2020,2021
115560,6772827-CN,Multifamily,Residential,Building,New,Establish use as rowhouse and construct new townhouse (west building)  per plan.(Construct 2 townhouses and processing of 2 records under 6772827-CN).,9,0.0,9.0,"456,014",2021-05-17,2023-06-28,2024-12-28,2024-12-23,Completed,,8302 13TH AVE NW,SEATTLE,WA,98117.0,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6772827-CN,47.68886237,-122.37257247,"(47.68886237, -122.37257247)",771.0,115.0,235.0,536,7.0,2021-09-09,2023 Jun 27 12:00:00 AM,236.0,2023 Jun 28 12:00:00 AM,LR1,Rowhouse,0.0,0,,Middle Housing,2021,2023,2024
115589,6759463-CN,Multifamily,Residential,Building,New,Construct east new townhouse building  per plans. (Establish use as townhouses per land use code. Construct (2) new townhouse buildings  per plan.  Reviews and processing for two construction records under 6759463-CN),3,0.0,3.0,"758,273",2019-11-27,,,,Corrections Required,,9137 50TH AVE S,SEATTLE,WA,98118.0,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6759463-CN,47.52138395,-122.27164109,"(47.52138395, -122.27164109)",,78.0,,"1,989",5.0,2020-02-13,,,,,,,0,,,2019,,
115634,6775759-CN,Multifamily,Residential,Building,New,Establish use as rowhouse and construct new townhouse building  existing residential building to remain  per plan.,3,0.0,3.0,"648,167",2020-08-06,2021-06-26,2024-06-26,2024-04-03,Completed,,1675 S LANE ST,SEATTLE,WA,98144.0,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6775759-CN,47.59651536,-122.30949706,"(47.59651536, -122.30949706)",316.0,83.0,187.0,129,4.0,2020-10-28,2021 Jun 18 12:00:00 AM,190.0,2021 Jun 21 12:00:00 AM,LR2,Townhouse,0.0,0,,Middle Housing,2020,2021,2024
115648,6760304-CN,Multifamily,Residential,Building,New,Construct West multifamily building  occupy per plan (Establish use as apartment and construct (2) new multifamily buildings  review and process for 2 CN's under 6760304-CN),9,1.0,10.0,"561,047",2021-02-22,,,,Withdrawn,,4020 SW GRAHAM ST,SEATTLE,WA,98136.0,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6760304-CN,47.54679493,-122.38419128,"(47.54679493, -122.38419128)",,,,,,,,,,,,,0,,,2021,,
